Satellite,Band,Frequency,Link Frequency,Polarity,Generic,VC,Description,SR,FEC,Service Number,Bitstream,Source,Updated,Updater,Encryption,RotateLNB
Galaxy 11,C,4180,970,V,CE,581,CCTV9,29270, 3/4,,,kmason5727,11-03-03,,ZKorFP,
Galaxy 11,C,4180,970,V,CE,584,RTN Russian,29270, 3/4,,,kmason5727,11-03-03,,MP,
Galaxy 11,C,4180,970,V,CE,586,TV-5 French,29270, 3/4,,,kmason5727,11-03-03,,MP,
Galaxy 11,C,4180,970,V,CE,588,MBC-Korean,29270, 3/4,,,kmason5727,11-03-03,,MP,
Galaxy 11,C,4180,970,V,,750,International I,29270, 7/8,1,I,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,,751,TV5,29270, 7/8,7,I,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,,752,CCTV,29270, 7/8,3,Q,4dtvglens,09-07-02,elm_sd,ZKorFP,
Galaxy 1R,C,3760,1390,H,CG,150,Encore East,19510, 3/4,11,B,artphill,11-07-03,artphill,SorNS,
Galaxy 1R,C,3760,1390,H,,167,Encore Western East,19510, 3/4,9,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,168,Encore Western West,19510, 3/4,10,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,169,Encore Love Stories East,19510, 3/4,3,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,170,Encore Love Stories West,19510, 3/4,4,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,171,Encore Mystery East,19510, 3/4,5,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,172,Encore Mystery West,19510, 3/4,6,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,173,Encore Action East,19510, 3/4,1,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,174,Encore Action West,19510, 3/4,2,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,175,Encore True Stories East,19510, 3/4,7,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3760,1390,H,,176,Encore True Stories West,19510, 3/4,8,B,artphill,03-18-04,gunwanti,SorNS,
Galaxy 1R,C,3780,1370,H,CG,160,Food Network East,19510, 3/4,1,B,eph2,07-08-03,,SorNS,
Galaxy 1R,C,3780,1370,H,CG,161,DIY,19510, 3/4,2,B,eph2,07-08-03,,SorNS,
Galaxy 1R,C,3780,1370,H,CG,162,Fine Living,19510, 3/4,3,B,eph2,07-08-03,eph2,SorNS,
Galaxy 1R,C,3780,1370,H,CG,163,HGTV,19510, 3/4,4,B,bradley640,03-17-03,bradley640,SorNS,
Galaxy 1R,C,3780,1370,H,CG,164,Food Network West Coast,19510, 3/4,5,B,bradley640,05-03-03,bradley640,SorNS,
Galaxy 1R,C,3780,1370,H,CG,165,HGTV West Coast,19510, 3/4,6,B,bradley640,05-03-03,,SorNS,
Galaxy 1R,C,3780,1370,H,CG,166,Shop at Home,19510, 3/4,7,B,valdivar,12-28-04,birdview,ZKorFP,
Galaxy 1R,C,3780,1370,V,,600,Food Network,19510, 3/4,1,B,DRLev,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,3780,1370,V,,601,DIY - Do It Yourself,19510, 3/4,2,B,DRLev,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,3780,1370,V,,602,Fine Living,19510, 3/4,3,B,tholbroo,05-03-03,bradley640,SorNS,
Galaxy 1R,C,3820,1330,V,CE,200,TV Guide Channel,29270, 3/4,1,I,birdview,01-28-05,,ZKorFP,
Galaxy 1R,C,3820,1330,V,CE,202,Gunthy Renker,29270, 3/4,3,I,birdview,01-28-05,,ZKorFP,
Galaxy 1R,C,3820,1330,V,CE,214,Blank Channel,29270, 3/4,5,Q,birdview,01-28-05,,ZKorFP,
Galaxy 1R,C,3820,1330,V,CE,215,Blank Channel,29270, 3/4,6,Q,birdview,01-28-05,,ZKorFP,
Galaxy 1R,C,3820,1330,V,CE,216,Blank Channel,29270, 3/4,7,Q,birdview,01-28-05,,ZKorFP,
Galaxy 1R,C,3840,1310,H,,,Disney(?) (combo mode - not for 4DTV),29270, 3/4,,B,rodhew,10-20-03,,MP,
Galaxy 1R,C,3880,1270,H,,,ESPN (combo mode - not for 4DTV),29270, 3/4,,,rodhew,09-07-02,elm_sd,MP,
Galaxy 1R,C,3960,1190,H,,150,Starz! East,19510, 3/4,1,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,151,Starz! West,19510, 3/4,2,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,152,Starz! 2 Theatre East,19510, 3/4,3,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,154,Starz! 3 ( BET MT East),19510, 3/4,5,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,156,Starz! 4 Family East,19510, 3/4,4,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,158,Starz! 5 Cinema East,19510, 3/4,6,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,159,Starz!  Cinema West,19510, 3/4,10,B,artphill,09-16-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,165,Encore East,19510, 3/4,7,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,166,Encore West,19510, 3/4,8,B,artphill,09-16-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,,177,Encore Wam East,19510, 3/4,9,B,artphill,09-15-04,gunwanti,SorNS,
Galaxy 1R,C,3960,1190,H,CG,340,Starz East,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,341,Starz West,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,342,Starz Theater East,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,343,Starz Family,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,344,Black Starz,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,345,Starz Cinema East,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,346,Encore East,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,347,Encore West,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,348,WAM East,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,349,Starz Cinema West,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3960,1190,H,CG,350,Starz Kids,19510, 3/4,,B,soyoboi,09-21-04,naumanm,SorNS,
Galaxy 1R,C,3980,1170,V,,,Classic Sports?,29270, 3/4,13,B,rodhew,01-22-04,rodhew,ZKorFP,
Galaxy 1R,C,3980,1170,V,,,Classic Sports?,29270, 3/4,12,B,rodhew,01-22-04,rodhew,ZKorFP,
Galaxy 1R,C,3980,1170,V,,,Color bars,29270, 3/4,11,B,rodhew,01-22-04,rodhew,ZKorFP,
Galaxy 1R,C,4000,1150,H,CE,380,CNNfn/CNNI,29270, 7/8,1,I,nickteix,07-16-04,eph2,MP,
Galaxy 1R,C,4000,1150,H,CE,381,empty,29270, 7/8,2,I,artphill,06-15-04,,MP,
Galaxy 1R,C,4000,1150,H,CE,382,CNN en Espanol,29270, 7/8,3,I,artphill,07-16-04,eph2,MP,
Galaxy 1R,C,4000,1150,H,CE,383,Turner Classic Movies,29270, 7/8,4,I,artphill,09-09-04,ragsys,MP,
Galaxy 1R,C,4000,1150,H,CE,384,Boomerang Channel,29270, 7/8,5,I,artphill,07-16-04,eph2,MP,
Galaxy 1R,C,4000,1150,H,CE,395,Cartoon Network west,29270, 7/8,6,Q,artphill,07-16-04,eph2,MP,
Galaxy 1R,C,4000,1150,H,CE,396,encrypted unknown,29270, 7/8,7,Q,artphill,06-15-04,artphill,MP,
Galaxy 1R,C,4000,1150,H,CE,397,encrypted unknown,29270, 7/8,8,Q,artphill,11-07-03,artphill,MP,
Galaxy 1R,C,4000,1150,H,CE,398,empty,29270, 7/8,9,Q,artphill,06-15-04,artphill,MP,
Galaxy 1R,C,4000,1150,H,CE,399,encrypted unknown,29270, 7/8,10,Q,artphill,11-07-03,artphill,MP,
Galaxy 1R,C,4025,1125,H,CA,170,Inspirational Life TV ( I-Life TV ),4880, 3/4,1,B,bradley640,01-15-04,birdview,MP,
Galaxy 1R,C,4025,1125,H,CA,171,The Inspiration Network,4880, 3/4,2,B,bradley640,01-13-05,birdview,ZKorFP,
Galaxy 1R,C,4060,1090,V,,112,HBO Comedy East,29270, 7/8,6,I,tholbroo,08-12-03,eph2,SorNS,
Galaxy 1R,C,4060,1090,V,,114,HBO Comedy West,29270, 7/8,15,Q,artphill,08-07-03,sean,SorNS,
Galaxy 1R,C,4060,1090,V,,115,HBO Zone East,29270, 7/8,26,I,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4060,1090,V,,117,HBO Zone West,29270, 7/8,16,Q,artphill,08-07-03,sean,SorNS,
Galaxy 1R,C,4060,1090,V,,133,Thriller Max East,29270, 7/8,24,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4060,1090,V,,135,Thriller Max West,29270, 7/8,34,Q,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4060,1090,V,,137,WMax,29270, 7/8,7,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4060,1090,V,,139,@Max,29270, 7/8,27,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4060,1090,V,,141,5StarMax,29270, 7/8,44,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4060,1090,V,,143,OuterMax,29270, 7/8,30,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4060,1090,V,CE,456,HBO Comedy East,29270, 7/8,35,Q,artphill,11-07-03,artphill,SorNS,
Galaxy 1R,C,4060,1090,V,CE,457,HBO Zone East,29270, 7/8,36,Q,artphill,11-07-03,artphill,SorNS,
Galaxy 1R,C,4060,1090,V,CE,458,Thriller Max East,29270, 7/8,37,Q,artphill,11-07-03,artphill,SorNS,
Galaxy 1R,C,4060,1090,V,CE,459,Cinemax West,29270, 7/8,38,Q,artphill,11-07-03,artphill,SorNS,
Galaxy 1R,C,4140,1010,V,,, Note - this  mux is Megapipe - not for 4DTV,29270, 3/4,,,rodhew,07-30-03,,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Church Channel,29270, 3/4,2,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,College Sports TV,29270, 3/4,12,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Color Bars,29270, 3/4,7,B,tholbroo,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Color Bars,29270, 3/4,5,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Color Bars,29270, 3/4,11,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Color Bars,29270, 3/4,13,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Color Bars,29270, 3/4,10,B,rodhew,07-30-03,,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,CSTV,29270, 3/4,12,B,dander31,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,Goodlife Network,29270, 3/4,3,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,JCTV,29270, 3/4,4,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,MTV Jams,29270, 3/4,6,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4140,1010,V,,,VH1 Mega Hits,29270, 3/4,8,B,photoman76,07-30-03,rodhew,ZKorFP,
Galaxy 1R,C,4160,990,H,,100,HBO East,29270, 7/8,1,I,tholbroo,01-16-04,gunwanti,SorNS,
Galaxy 1R,C,4160,990,H,,102,HBO West,29270, 7/8,11,Q,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,103,HBO2 East,29270, 7/8,2,I,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,105,HBO2  West,29270, 7/8,12,Q,tholbroo,11-24-03,gunwanti,SorNS,
Galaxy 1R,C,4160,990,H,,106,HBO Signature East,29270, 7/8,3,I,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,108,HBO Signature West,29270, 7/8,13,Q,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,109,HBO Family East,29270, 7/8,4,I,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,111,HBO Family West,29270, 7/8,14,Q,tholbroo,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,124,Cinemax East,29270, 7/8,21,I,artphill,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,126,Cinemax West,29270, 7/8,31,Q,artphill,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,127,More Max East,29270, 7/8,22,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4160,990,H,,129,More Max West,29270, 7/8,32,Q,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4160,990,H,,130,Action Max East,29270, 7/8,23,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 1R,C,4160,990,H,,132,Action Max West,29270, 7/8,33,Q,artphill,11-24-03,gunwanti,SorNS,
Galaxy 1R,C,4160,990,H,CE,549,HBO Espanol East Audio only,29270, 7/8,41,I,artphill,11-07-03,artphill,U,
Galaxy 1R,C,4160,990,H,CE,559,HBO Espanol West Audio only,29270, 7/8,42,Q,artphill,11-07-03,artphill,U,
Galaxy 1R,C,4160,990,H,,751,HBO Latino East,29270, 7/8,8,I,artphill,08-07-03,sean,SorNS,
Galaxy 1R,C,4160,990,H,,753,HBO Latino West,29270, 7/8,18,Q,artphill,08-07-03,sean,SorNS,
Galaxy 1R,C,4180,970,V,CE,575,NBC Universal Banner,29270, 3/4,6,Q,birdview,01-12-05,,ZKorFP,
Galaxy 1R,C,4180,970,V,CE,580,Trio,29270, 3/4,1,I,artphill,03-05-03,photoman76,MP,
Galaxy 1R,C,4180,970,V,CE,581,News World International,29270, 3/4,2,I,artphill,03-05-03,photoman76,MP,
Galaxy 1R,C,4180,970,V,CE,582,Sci Fi West,29270, 3/4,3,Q,artphill,03-05-03,photoman76,MP,
Galaxy 1R,C,4180,970,V,CE,583,Americas Store Home Shopping,29270, 3/4,4,I,bradley640,03-06-03,artphill,MP,
Galaxy 3C,C,3795,1355,H,CG,180,KTVK,19510, 3/4,1,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,181,KPHO,19510, 3/4,2,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,182,KAET,19510, 3/4,3,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,183,KSAZ,19510, 3/4,4,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,184,KPNX,19510, 3/4,5,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,185,AZTV,19510, 3/4,6,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,186,KTVW,19510, 3/4,7,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,187,KUTP,19510, 3/4,8,B,photoman76,10-07-04,rodhew,MP,
Galaxy 3C,C,3795,1355,H,CG,188,KASW,19510, 3/4,9,B,photoman76,10-07-04,rodhew,MP,
Galaxy 5,C,3891,1259,V,,,The Weather Channel,11710, 3/4,2,B,bradley640,11-27-02,bradley640,MP,
Galaxy 5,C,3895,1255,V,CA,500,® MC: Tejano,19510, 3/4,1,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,501,® MC: Latin Love Songs,19510, 3/4,2,I,artphill,01-03-05,artphill,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,502,® MC: Boleros,19510, 3/4,3,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,503,® MC: Brazilian Pop,19510, 3/4,4,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,504,® MC: Showcase,19510, 3/4,5,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,505,® MC: R & B Hits,19510, 3/4,6,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,506,® MC: Electronica,19510, 3/4,7,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,507,® MC:Rock,19510, 3/4,8,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,508,® MC: Bluegrass,19510, 3/4,9,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,509,® MC: Sounds of The Season,19510, 3/4,10,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,510,® MC: Radio Disney,19510, 3/4,11,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,511,® MC: Reggae,19510, 3/4,12,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,512,® MC: Smooth R&B,19510, 3/4,13,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,513,® MC: Classic R & B,19510, 3/4,14,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,514,® MC: R & B & Hip Hop,19510, 3/4,15,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,515,® MC: Dance,19510, 3/4,16,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,516,® MC: Rap,19510, 3/4,17,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,517,® MC: Metal,19510, 3/4,18,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,518,® MC: Alternative,19510, 3/4,19,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,519,® MC: Adult Alternative,19510, 3/4,20,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,520,® MC: Classic Rock,19510, 3/4,21,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,521,® MC: Arena Rock,19510, 3/4,22,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,522,® MC: Soft Rock,19510, 3/4,23,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,523,® MC: Hit List,19510, 3/4,24,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,524,® MC: 80s,19510, 3/4,25,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,525,® MC: 70s,19510, 3/4,26,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,526,® MC: Solid Gold Oldies,19510, 3/4,27,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,527,® MC: Todays Country,19510, 3/4,28,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,528,® MC: Classic Country,19510, 3/4,29,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,529,® MC: Big Band Swing,19510, 3/4,30,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,530,® MC: Singers & Standards,19510, 3/4,31,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,531,® MC: Easy Listening,19510, 3/4,32,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,532,® MC: Classical Masterpieces,19510, 3/4,33,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,533,® MC: Light Classical,19510, 3/4,34,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,534,® MC: Soundscapes,19510, 3/4,35,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,535,® MC: Smooth Jazz,19510, 3/4,36,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,536,® MC: Jazz,19510, 3/4,37,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,537,® MC: Blues,19510, 3/4,38,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,538,® MC: Gospel,19510, 3/4,39,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,539,® MC: Contemporary Christian,19510, 3/4,40,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,540,® MC: Musica Urbana,19510, 3/4,41,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,541,® MC: Salsa y Merengue,19510, 3/4,42,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,542,® MC: 90s,19510, 3/4,43,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,543,® MC: Pop Latino,19510, 3/4,44,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,544,® MC: Party Favorites,19510, 3/4,45,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,545,® MC: Show Tunes,19510, 3/4,46,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,546,® MC: Opera,19510, 3/4,47,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,547,® MC: Retro-Active,19510, 3/4,48,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,548,® MC: Rock en Español,19510, 3/4,49,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,549,® MC: Mexicano,19510, 3/4,50,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,550,® MC: Americano,19510, 3/4,51,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,551,® MC: Latin Love Songs,19510, 3/4,52,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3895,1255,V,CA,552,® MC: Int. Love Songs,19510, 3/4,53,I,artphill,01-03-05,,ZKorFP,
Galaxy 5,C,3940,1210,H,,100,Starz West,19510, 3/4,5,B,birdview,09-16-04,gunwanti,SorNS,
Galaxy 5,C,3940,1210,H,,101,Starz Kids West,19510, 3/4,4,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,102,Movie Plex West,19510, 3/4,2,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,103,Movie Plex East,19510, 3/4,1,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,104,Starz Cinema West,19510, 3/4,3,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,105,Encore West,19510, 3/4,9,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,106,Starz Theater West,19510, 3/4,6,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,107,Black Starz West,19510, 3/4,7,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,108,Starz Family West,19510, 3/4,8,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 5,C,3940,1210,H,,109,WAM West,19510, 3/4,10,B,birdview,09-15-04,DRLev,SorNS,
Galaxy 9,C,3715,1435,V,CA,400,NFL Network HD,14630, 7/8,12,B,birdview,01-17-05,birdview,ZKorFP,
Galaxy 9,C,3840,1310,V,,124,Starz HD West,29270, 7/8,1,I,bradley640,01-30-04,photoman76,SorNS,
Galaxy 9,C,3840,1310,V,CE,221,Starz! West HiRes[26],29270, 7/8,2,I,bradley640,07-16-04,eph2,SorNS,
Galaxy 9,C,3840,1310,V,CE,232,Encore West HD[7],29270, 7/8,3,Q,photoman76,02-11-04,tholbroo,SorNS,
Galaxy 9,C,3840,1310,V,CE,233,Starz! West HiResQ[26],29270, 7/8,4,Q,bradley640,07-16-04,eph2,SorNS,
Galaxy 9,C,3880,1270,V,,122,Starz HD East,29270, 7/8,1,I,bradley640,01-30-04,photoman76,SorNS,
Galaxy 9,C,3880,1270,V,CE,601,Starz East,29270, 7/8,2,I,bradley640,08-19-04,birdview,SorNS,on
Galaxy 9,C,3880,1270,V,CE,604,Encore East,29270, 7/8,5,I,birdview,08-19-04,,SorNS,on
Galaxy 9,C,3900,1250,H,,118,HBO HD East,29270, 7/8,51,I,bradley640,08-07-03,sean,SorNS,
Galaxy 9,C,3900,1250,H,,120,HBO HD West,29270, 7/8,62,Q,bradley640,08-07-03,sean,SorNS,
Galaxy 9,C,3920,1230,V,,,Cinemax (combo mode - not for 4DTV),29270, 3/4,64,B,rodhew,11-02-03,rodhew,ZKorFP,
Galaxy 9,C,3920,1230,V,,,Cinemax HD (combo mode - not for 4DTV),29270, 3/4,53,B,rodhew,11-02-03,rodhew,ZKorFP,
Galaxy 9,C,3960,1190,V,CF,332,CNN Headline news,19510, 3/4,1,B,4dtvglens,07-06-04,gunwanti,MP,
Galaxy 9,C,3960,1190,V,CF,333,Oxygen (East),19510, 3/4,2,B,hackinsat,07-06-04,gunwanti,MP,
Galaxy 9,C,3960,1190,V,CF,334,AMC (American Movie Classics),19510, 3/4,3,B,4dtvglens,07-06-04,gunwanti,MP,
