Satellite,Band,Frequency,Link Frequency,Polarity,Generic,VC,Description,SR,FEC,Service Number,Bitstream,Source,Updated,Updater,Encryption,RotateLNB
Anik F1,KU,11791,990,H,,391,News Net - CTV News1,19510, 3/4,28,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11791,990,H,,403,Headline Sports,19510, 3/4,14,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11791,990,H,,506,History Canada,19510, 3/4,16,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11791,990,H,,521,Showcase East,19510, 3/4,11,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11791,990,H,,562,Life Network Canada,19510, 3/4,13,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11791,990,H,,564,HGTV Canada,19510, 3/4,15,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,583,CMT,19510, 3/4,8,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,651,WGN,19510, 3/4,2,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,652,WPIX,19510, 3/4,4,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,653,KTLA,19510, 3/4,3,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,654,WSBK UPN 38 Boston MA,19510, 3/4,1,B,artphill,01-04-03,gunwanti,SorNS,
Anik F1,KU,11804,990,V,,801,Fairchild Asian Network,19510, 3/4,2,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,901,Pop/Adult (Galaxie),19510, 3/4,14,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,902,Power Hits (Max Trax),19510, 3/4,32,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,903,Dance (Galaxie),19510, 3/4,16,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,904,Ambient (Galaxie),19510, 3/4,15,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,905,Max Trax Party,19510, 3/4,40,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,906,The Beat (Max Trax),19510, 3/4,31,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,907,Franco Relax (Max Trax),19510, 3/4,24,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,908,Rock and Roll (Galaxie),19510, 3/4,31,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,909,Flashback 70s (Max Trax),19510, 3/4,34,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,910,The 80s (Galaxie),19510, 3/4,38,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,911,GoldRock (Galaxie),19510, 3/4,11,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,912,Rock (Max Trax),19510, 3/4,36,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,913,Musique Boutchoux (Max Trax),19510, 3/4,39,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,914,The Edge (Max Trax),19510, 3/4,37,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,915,Adult Alternative (Galaxie),19510, 3/4,13,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,916,Blues Street (Max Trax),19510, 3/4,27,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,917,Jammin (Max Trax),19510, 3/4,26,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,918,Folk Roots (Galaxie),19510, 3/4,29,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,919,CMT (Max Trax),19510, 3/4,23,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,920,Country Classics (Galaxie),19510, 3/4,19,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,921,Franco Country (Galaxie),19510, 3/4,20,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,922,Souvenirs (Galaxie),19510, 3/4,22,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,923,Nostalgie (Galaxie),19510, 3/4,24,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,924,FrancoEnergie (Max Trax),19510, 3/4,16,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,925,Le Top Detente (Max Trax),19510, 3/4,17,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,926,The Light (Max Trax),19510, 3/4,12,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,927,The Spa (Max Trax),19510, 3/4,14,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,928,Pop/Classics/Classiques (Galaxie),19510, 3/4,34,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,929,Traditional Holiday,19510, 3/4,37,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,930,Baroque (Galaxie),19510, 3/4,35,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,931,Masterworks (Max Trax),19510, 3/4,11,B,tholbroo,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,932,World (Galaxie),19510, 3/4,30,B,tholbroo,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,933,Jazz Cafe (Max Trax),19510, 3/4,20,B,tholbroo,12-31-02,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,934,Jazz Now/Jazz Actuel (Galaxie),19510, 3/4,27,B,tholbroo,12-31-02,,SorNS,
Anik F1,KU,11804,990,V,,935,Jazz Masters/Geants du Jazz (Galaxie),19510, 3/4,26,B,tholbroo,12-31-02,,SorNS,
Anik F1,KU,11804,990,V,,936,Memories (Max Trax),19510, 3/4,19,B,tholbroo,12-31-02,,SorNS,
Anik F1,KU,11804,990,V,,937,Swingin Standards (Max Trax),19510, 3/4,21,B,tholbroo,12-31-02,,SorNS,
Anik F1,KU,11804,990,V,,938,Nature (Galaxie),19510, 3/4,33,B,tholbroo,12-31-02,,SorNS,
Anik F1,KU,11804,990,V,,939,Mousses Musique (Galaxie),19510, 3/4,40,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik F1,KU,11804,990,V,,940,Treehouse (Max Trax),19510, 3/4,22,B,tholbroo,12-31-02,,SorNS,
Anik F1,KU,11817,990,H,,540,Family channel Canada E.,19510, 3/4,53,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11817,990,H,,541,Family Channel Canada W.,19510, 3/4,3,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11817,990,H,,544,Tele Toon E.,19510, 3/4,55,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11817,990,H,,545,Tele Toon W.,19510, 3/4,2,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11817,990,H,,771,Tele Toon French,19510, 3/4,4,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11837,990,V,,392,TSC,19510, 3/4,4,B,artphill,01-15-03,tholbroo,ZKorFP,
Anik F1,KU,11837,990,V,,396,CPAC,19510, 3/4,1,B,artphill,04-28-03,tholbroo,SorNS,
Anik F1,KU,11839,990,V,,394,Vision TV,19510, 3/4,6,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11839,990,V,,398,Weather Network,19510, 3/4,9,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11839,990,V,,457,Outdoor Life Network,19510, 3/4,5,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11839,990,V,,542,YTV East,19510, 3/4,2,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11839,990,V,,546,Treehouse TV,19510, 3/4,3,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11839,990,V,,852,CFWE FM Native Perspective Lac La Biche (Audio),19510, 3/4,13,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11852,990,H,,342,The New RO Pembroke - CHRO,19510, 7/8,4,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11852,990,H,,353,TVO,19510, 7/8,31,I,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11852,990,H,,386,WKBW - ABC Buffalo,19510, 7/8,6,B,artphill,01-05-03,tholbroo,SorNS,
Anik F1,KU,11852,990,H,,387,WIVB - CBS Buffalo,19510, 3/4,7,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11852,990,H,,763,TFO,19510, 7/8,32,I,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,313,CTV East - CFTO Toronto,19510, 3/4,3,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,331,Global - CIII TV Toronto,19510, 3/4,4,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,355,CTS,19510, 3/4,8,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,524,Prime East,19510, 3/4,5,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,561,Food TV,19510, 3/4,17,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,865,CFYI Toronto.Mojo Radio AM 640 (Audio),19510, 3/4,13,B,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,867,1050 CHUM Toronto (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,868,CJCL AM Toronto.The Fan 590 (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,991,NHL Hockey PPV,19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11865,990,V,,992,BINGO,19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11867,990,V,A2,298,Global TV east,19510, 3/4,4,,radioanpj,04-04-04,,ZKorFP,
Anik F1,KU,11867,990,V,,299,Star Choice Information Channel,19510, 3/4,7,B,artphill,01-13-03,tholbroo,ZKorFP,
Anik F1,KU,11867,990,V,,303,CBC Ottawa - CBOT,19510, 3/4,6,B,tholbroo,04-28-03,tholbroo,SorNS,
Anik F1,KU,11867,990,V,,502,CNN Headline News,19510, 3/4,1,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11867,990,V,A2,761,Star Choice Information Channel,19510, 3/4,7,,radioanpj,04-04-04,radioanpj,ZKorFP,
Anik F1,KU,11878,990,H,,301,CBMT Montreal,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11878,990,H,,312,CTV Montreal - CFCF TV 12,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11880,990,V,,514,Tech TV,19510, 3/4,,,Eph2,09-07-02,elm_sd,SorNS,
Anik F1,KU,11880,990,V,,515,Biography,19510, 3/4,,,Eph2,09-07-02,elm_sd,SorNS,
Anik F1,KU,11898,990,H,,555,Discovery Wings,19510, 3/4,1,B,Greg5,05-23-03,tholbroo,SorNS,
Anik F1,KU,11898,990,V,,680,Playboy,19510, 3/4,4,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11900,990,V,,501,BBC World,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11900,990,V,,549,Gameshow Network,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11900,990,V,,582,BET,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11900,990,V,,830,KAEP-FM (Audio),19510, 3/4,15,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11926,990,V,,406,Speedvision,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,409,The Golf Channel,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,500,CNN,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,504,CNBC,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,520,A&E,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,529,WTBS,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,560,TLC,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11926,990,V,,584,TNN,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11928,990,V,,650,WTBS,19510, 3/4,5,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11939,990,H,,300,CBC Halifax - CBHT,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11939,990,H,,330,Global St. John N.B. - CIHF,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11939,990,H,,340,ASN,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11939,990,H,,341,ATV Halifax,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11939,990,H,,345,On TV - CHCH,19510, 3/4,9,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11939,990,H,,721,TQS - CFJP TV,19510, 3/4,8,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11939,990,H,,730,RDI,19510, 3/4,5,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11959,990,V,,828,CKUA (Audio),19510, 3/4,21,B,artphill,01-15-03,tholbroo,ZKorFP,
Anik F1,KU,11961,990,V,,305,CBKT Regina West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,306,CBRT West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,307,CBXT Edmonton West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,315,CKCK  Regina  West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,317,CFCN Calgary West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,318,CFRN West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,348,CICT Global Calgary,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11961,990,V,,351,Alberta Access West,19510, 7/8,,,artphill,09-07-02,elm_sd,ZKorFP,
Anik F1,KU,11961,990,V,A2,754,Alberta Access West,19510, 3/4,15,,radioanpj,04-04-04,radioanpj,ZKorFP,
Anik F1,KU,11974,990,H,,311,CJOH - CTV Ottawa,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,343,CFTM 47 Toronto,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,360,WDIV - NBC Detroit,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,361,WXYZ - ABC Detroit,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,362,WWJ - CBS Detroit,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,363,WUHF - Fox Rochester,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,364,WTVS - PBS Detroit,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11974,990,H,,385,WGRZ - NBC Buffalo,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,352,SCN Saskatchewan West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,370,KHQ - NBC Spokane West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,371,KXLY - ABC Spokane West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,372,KREM - CBS Spokane West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,373,KAYU - Fox Spokane West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,374,KSPS- PBS Spokane West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,11987,990,V,,855,630 CHED AM Edmonton (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11987,990,V,,856,CKRW 610 AM Whitehorse (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11987,990,V,,857,CKRY FM Calgary.Country 105 (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11987,990,V,,858,QR77 CHQR AM 770 Calgary (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11987,990,V,,859,CKIK The Peak 107.3 (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11987,990,V,,860,CJKR FM Winnipeg.Power 97 (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,11987,990,V,,861,CJOB 68 Winnipeg (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12002,990,H,,534,BBC Canada,19510, 3/4,,,henryn,09-07-02,elm_sd,SorNS,
Anik F1,KU,12022,990,V,,526,Prime TV West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12022,990,V,,985,BTV 1 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12022,990,V,,986,BTV 2 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12022,990,V,,987,BTV 3 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12022,990,V,,988,BTV 4 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12022,990,V,,997,BTV 2 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12035,990,H,,611,ACTION,19510, 3/4,3,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12048,990,V,,308,CBC Vancouver - CBUT  West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12048,990,V,,319,CHAN TV Vancouver BCTV West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12048,990,V,,320,CTV Victoria - CHEK  West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12048,990,V,,336,Global- CKVU Vancouver  West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12048,990,V,,631,Movie Max 2 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12050,990,V,,354,Knowledge Network Vancouver West,19510, 3/4,1,B,artphill,01-15-03,tholbroo,ZKorFP,
Anik F1,KU,12050,990,V,,393,BC Legislature West,19510, 3/4,3,B,artphill,01-15-03,tholbroo,ZKorFP,
Anik F1,KU,12061,990,H,,460,WTSN,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12061,990,H,,464,ESPN Classic,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12061,990,H,,572,Travel,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12061,990,H,,574,ONE: Body Mind and Spirit,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12081,990,V,,217,Viewers Choice PPV 17,19510, 3/4,1,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,218,Viewers Choice PPV 18,19510, 3/4,2,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,219,Viewers Choice PPV 19,19510, 3/4,3,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,220,Viewers Choice PPV 20,19510, 3/4,4,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,221,Viewers Choice PPV 21,19510, 3/4,5,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,222,Viewers Choice PPV 22,19510, 3/4,6,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,223,Viewers Choice PPV 23,19510, 3/4,7,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,224,Viewers Choice PPV 24,19510, 3/4,8,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,225,Viewers Choice PPV 25,19510, 3/4,9,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12081,990,V,,226,Viewers Choice PPV 26,19510, 3/4,10,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12083,990,V,,833,KPBX-FM (Audio),19510, 3/4,,,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12094,990,H,,825,Voice Print,19510, 3/4,,,artphill,09-07-02,elm_sd,ZKorFP,
Anik F1,KU,12109,990,V,,322,VTV - CIVT Vancouver West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,358,Miracle Channel West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,375,KING - NBC Seattle West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,376,KOMO ABC Seattle West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,377,KIRO CBS Seattle West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,378,KCTS - PBS Seattle West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,KF,449,Fairchild for B/H Use Only,19510, 3/4,,,Greg5,09-07-02,elm_sd,MP,
Anik F1,KU,12109,990,V,,701,SRC - CBFT West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,712,TVA - CFCM West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,831,Apna Sangeet radio West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,836,CBU-AM CBC Radio One Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,837,CFMI-FM Rock 101 Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,838,CFOX-FM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,839,CJNW-AM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,840,CKNW-AM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,841,CBU-FM CBC Radio Two Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,842,CKZZ-FM,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,843,CKKS-FM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,844,CIOC-FM Victoria,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,845,CFRO-FM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,846,CHQM-FM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,847,CBUF-FM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12109,990,V,,848,CJJR-FM Vancouver,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12124,990,H,KG,468,Future 1,19510, 3/4,,,Greg5,09-07-02,elm_sd,MP,
Anik F1,KU,12124,990,H,,849,CHQT-AM Edmonton,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12124,990,H,,850,CKNG-FM Edmonton,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12124,990,H,,851,CFNR-FM Terrace - Prince Rupert,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12124,990,H,,852,CFWE-FM Lac La Biche,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12124,990,H,,853,CIRK-FM K-Rock Edmonton,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12124,990,H,,854,CISN-FM Edmonton,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12142,990,V,KF,490,PBS Buffalo FM Radio,19510, 3/4,,,Greg5,09-07-02,elm_sd,MP,
Anik F1,KU,12154,990,H,,310,CJON  NTV Newfoundland,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12155,990,H,,879,CBHA-FM CBC Radio One Halifax,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12155,990,H,,880,CBH-FM CBC Radio Two Halifax,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12155,990,H,,881,CIOO-FM Halifax,19510, 3/4,,,Greg5,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,321,VTV Vancouver - CIVT East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,357,Miracle Channel East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,379,KING - NBC Seattle,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,380,KOMO - ABC Seattle,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,381,KIRO - CBS Seattle,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,382,KCPQ - Fox Seattle,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,383,KCTS - PBS Seattle,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,700,SRC East - CBFT Montreal,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12157,990,H,,711,TVA Montreal CFCM,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,365,WDIV - NBC Detroit West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,366,WXYZ - ABC Detroit West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
