Satellite,Position,Band,DL Frequency,Polarity,Description,SR,Modulation,FEC,VPID,UM,Spectrum Inversion,APID,PCR,Transport ID, Network ID,Service ID,4:2:2 Video,AC-3 Audio,Source,Updated,Updater,Encryption
Nimiq 1,91.00,KU,12311,R,Vu English 16,20000,, 5/6,5666,,,5667,5666,,,,,,telliott,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12311,R,CTV Head line sports,20000,, 5/6,5922,,A,5923,5922,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12311,R,Vu Francais 11,20000,, 5/6,6178,,,6179,6178,,,,,,Copykat,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12311,R,Vu 25,20000,, 5/6,6436,,A,6437,6436,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12311,R,n/a SWARE,20000,QPSK, 5/6,6690,,A,6691,6690,,,,,,kdibble1,09-23-03,ragsys,on
Nimiq 1,91.00,KU,12311,R,Vu  6,20000,, 5/6,6690,,,6691,6690,,,,,,telliott,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,CBC-E,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,Food,20000,, 5/6,4386,,A,4400,4386,,,,,,Gary4ever1,09-19-04,,on
Nimiq 1,91.00,KU,12326,L,Vu F  4,20000,, 5/6,4642,,,4644,4642,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,M-Fun,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,CTV SNET 1 Ontario,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,Mpix,20000,, 5/6,5410,,,5411,5410,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,HGTV Canada,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,Discovery,20000,, 5/6,5922,,,5923,5922,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,CTV NewsNet,20000,, 5/6,6178,,,6179,6178,,,,,,telliott,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12326,L,Sho-E,20000,, 5/6,6434,,,6435,6434,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12341,R,ABC-East,20000,, 5/6,4130,,A,4131,4130,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,NBC-East,20000,, 5/6,4386,,A,4387,4386,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,CBS-East,20000,, 5/6,4642,,A,4643,4642,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,Fox-East,20000,, 5/6,4898,,A,4899,4898,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,PBS - East,20000,, 5/6,5154,,A,5155,5154,,,,,,ragsys,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12341,R,Sex TV,20000,, 5/6,5666,,A,5667,5666,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,Playboy,20000,, 5/6,5922,,A,5923,5922,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,WSBK UPN 38 Boston,20000,, 5/6,6178,,A,6179,6178,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12341,R,Venus,20000,, 5/6,6434,,A,6435,6434,,,,,,Gary4ever1,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,680 am - Toronto,20000,, 5/6,,,A,1287,1287,,,,,,avman2,09-08-04,Gary4ever1,
Nimiq 1,91.00,KU,12355,L,CJCL Fan 590 AM Sports,20000,, 5/6,,,,1286,1286,,,,,,cpt_mocha,09-08-04,Gary4ever1,
Nimiq 1,91.00,KU,12355,L,Galaxie 25 - Baroque,20000,, 5/6,,,,1281,1281,,,,,,cpt_mocha,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Galaxie 26-Classical Masters,20000,, 5/6,,,,1282,1282,,,,,,cpt_mocha,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Galaxie 27-Chamber Music,20000,, 5/6,,,,1285,1285,,,,,,cpt_mocha,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Galaxie 28 - The 80s,20000,, 5/6,,,,1284,1284,,,,,,cpt_mocha,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,MSQPL,20000,, 5/6,4130,,A,4132,4130,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,TV5 Quebec,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Music Max,20000,, 5/6,4642,,A,4643,4642,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12355,L,Télé Française Ontario Toronto (TFO),20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Météo Média,20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,CHOT-TVA  Hull,20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Canal Vie,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,BBC,20000,, 5/6,6178,,A,6179,6178,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12355,L,Réseau De lInformation (Nouvelles en Français),20000,, 5/6,6434,,,6435,6434,,,,,,Copykat,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12355,L,Guide,20000,, 5/6,6690,,A,6691,6690,,,,,,Gary4ever1,09-10-04,,on
Nimiq 1,91.00,KU,12368,R,audio - CBC Radio 1,20000,, 5/6,,,,1281,,,,,,,telliott,07-04-03,mikekohl,
Nimiq 1,91.00,KU,12368,R,audio - CJRT  91.1  Toronto,20000,, 5/6,,,,1283,,,,,,,telliott,07-04-03,mikekohl,
Nimiq 1,91.00,KU,12368,R,audio - RIGA,20000,, 5/6,,,,1286,,,,,,,telliott,04-06-00,,
Nimiq 1,91.00,KU,12370,R,WGN (Chicago),20000,, 5/6,4130,,,4131,4130,,,,,,Copykat,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12370,R,CNN,20000,, 5/6,4386,,A,4387,4386,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12370,R,BET - Black Entertainment TV,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12370,R,The Weather Network,20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12370,R,CHTV Global Hamilton,20000,QPSK, 5/6,5410,,A,5411,5410,,,,,,Copykat,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12370,R,TVO,20000,, 5/6,5666,,,5667,5666,,,,,,mechtecHispasat 1,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12370,R,Venus Preview channel,20000,, 5/6,5922,,A,5923,5922,,,,,,gary4ever1,12-19-04,gary4ever1,
Nimiq 1,91.00,KU,12370,R,VNUS Info Card,20000,QPSK, 5/6,6178,,A,6179,6178,,,,,,kdibble1,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,CBUFT-TV 26 (SRC-o - Vancouver),20000,, 5/6,4130,,,4131,4130,,,,,,Copykat,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Super Écran,20000,, 5/6,4386,,,4387,4386,,,,,,telliott,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,VRAK,20000,QPSK, 5/6,4642,,A,4643,4642,,,,,,Copykat,10-27-03,kdibble1,on
Nimiq 1,91.00,KU,12384,L,Super Écran 3,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Super Écran 2,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Super Ecran 4,20000,, 5/6,5410,,,5411,5410,,,,,,mikekohl,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Canal D,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Canal Z,20000,, 5/6,5922,,,5923,5922,,,,,,telliott,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Serie,20000,, 5/6,6178,,,6179,6178,,,,,,Copykat,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12384,L,Canal Historia,20000,, 5/6,6434,,,6435,6434,,,,,,telliott,10-25-03,gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Galaxie 13 - Franco Pop,20000,, 5/6,,,,1287,1287,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Galaxie 14 - Nostalgie,20000,, 5/6,,,,1282,1282,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Galaxie 15 - The 70s,20000,, 5/6,,,,1283,1283,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Galaxie 16 - Jazz Masters,20000,, 5/6,,,,1284,1284,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Galaxie 17 - Jazz Now,20000,, 5/6,,,,1285,1285,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Galaxie 18 - Blues,20000,, 5/6,,,,1286,1286,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,CIII-TV (Global) Toronto  ???  NA // any more ??,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Game Show Network,20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12399,R,XPRS 1 - News,20000,QPSK, 5/6,5154,,A,5155,5154,,,,,,Copykat,03-14-04,carl,on
Nimiq 1,91.00,KU,12399,R,CBC North (Atlantic),20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,Guide,20000,, 5/6,5666,,A,5667,5666,,,,,,Gary4ever1,09-18-04,,on
Nimiq 1,91.00,KU,12399,R,Swap,20000,, 5/6,5922,,A,5923,5922,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,CFMT  Toronto,20000,, 5/6,6178,,,6179,6178,,,,,,mechtecHispasat 1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12399,R,MC TV,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,10-24-03,,on
Nimiq 1,91.00,KU,12414,L,Vu English 21,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12414,L,NFL 11,20000,, 5/6,4146,,A,4147,4146,,,,,,Gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12414,L,Travel Channel,20000,, 5/6,4386,,A,4387,4386,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,CIVIL,20000,, 5/6,4642,,A,4643,4642,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,Animal Planet,20000,, 5/6,4898,,A,4899,4898,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,ESPN Classic,20000,, 5/6,5154,,A,5155,5154,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,NHL-N,20000,, 5/6,5410,,A,5411,5410,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,TV Land,20000,, 5/6,5666,,A,5667,5666,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,ISSUE,20000,, 5/6,5922,,A,5923,5922,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,ONE,20000,, 5/6,6178,,A,6179,6178,,,,,,kdibble1,03-05-03,,on
Nimiq 1,91.00,KU,12414,L,NFL 1,20000,, 5/6,6690,,A,6691,6690,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12428,R,CBHA  90.5 Halifax (CBC Radio One),20000,QPSK, 5/6,,,A,1280,,,,,,,kdibble1,07-03-03,Copykat,
Nimiq 1,91.00,KU,12428,R,Oz FM CHOZ  St Johns-NF,20000,QPSK, 3/4,,,A,1281,,,,,,,cpt_mocha,06-25-03,Copykat,
Nimiq 1,91.00,KU,12428,R,VOAR 1210AM Newfoundland,20000,QPSK, 5/6,,,A,1282,,,,,,,gary4ever1,07-03-03,Copykat,
Nimiq 1,91.00,KU,12428,R,NTV - CJON/ Newfoundland TV (CTV) St. Johns,20000,, 5/6,4130,,,4131,4130,,,,,,Copykat,12-11-04,ziggy1222,
Nimiq 1,91.00,KU,12428,R,ASN - Atlantic Satellite Network  CTV,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,ATV - CJCH (CTV) Halifax,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,CBAFT  SRC Moncton New Brunswick en Francais.,20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,RFO,20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,CBC-H (Halifax),20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,CBC NA,20000,, 5/6,5666,,A,5667,5666,,,,,,Greg921,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,TRN-1 (Racing),20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12428,R,TRN-2,20000,, 5/6,6178,,,6179,6178,,,,,,mikekohl,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Galaxie 39-Big Band,20000,, 5/6,,,A,1280,1280,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Galaxie 40-Smooth Jazz,20000,, 5/6,,,A,1281,1281,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Galaxie 42-The 90s,20000,, 5/6,,,A,1283,1283,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Galaxie 43-Franco Retro,20000,, 5/6,,,A,1284,1284,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Galaxie 44-Contemporary Christian,20000,, 5/6,,,A,1285,1285,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Global East,20000,, 5/6,4386,,A,4387,4386,,,,,,Gary4ever1,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,TéléToon f  Québec,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Family,20000,, 5/6,4898,,A,4899,4898,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12441,L,Alberta Access,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,CLT - Canadian Learning TV,20000,, 5/6,5410,,,5411,5410,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,Book tv,20000,, 5/6,5666,,A,5667,5666,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12441,L,Court tv,20000,, 5/6,5922,,A,5923,5922,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12441,L,CFRN-TV (CTV - Edmonton),20000,, 5/6,6690,,,6691,6690,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12441,L,SCN,20000,, 5/6,6946,,A,6947,6946,,,,,,kdibble1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Toon East,20000,, 5/6,4130,,A,4131,4130,,,,,,gary4ever1,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Toon - West,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Family Channel - West (Canada),20000,, 5/6,4642,,,4643,4642,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,CKEM-TV  51  (A Channel ) Edmonton,20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,03-09-04,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Super Channel 2 MC-AD,20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Movie Max MC-HR,20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Super Channel M/C,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,Super Channel 3 MC-SL,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,MC-EA,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12455,R,MC-CS,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,L,105FM (CKRY) Country,20000,, 5/6,,,A,1280,1280,,,,,,Anonymous,10-24-03,gary4ever1,
Nimiq 1,91.00,KU,12472,L,KOMO  4   (ABC)   Seattle,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,H,King 5 (NBC) Seattle,20000,, 5/6,4386,,A,4387,4386,,,,,,gary4ever1,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,H,Kiro (7) CBS Seattle,20000,, 5/6,4642,,A,4643,4642,,,,,,gary4ever1,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,L,PBS-W KCTS/KYVE,20000,, 5/6,4898,,A,4899,4898,,,,,,gary4ever1,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,L,CICT (Global)  Calgary,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,L,CBRT-TV (CBC - Calgary),20000,QPSK, 5/6,5666,,N,5667,5666,,,,,,telliott,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,L,Miracle,20000,, 5/6,5922,,,5923,5922,,,,,,mikekohl,10-24-03,gary4ever1,on
Nimiq 1,91.00,KU,12472,L,CFCN,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,10-24-03,,on
Nimiq 1,91.00,KU,12472,L,Global Saskatoon,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,12-29-04,gary4ever1,
Nimiq 1,91.00,KU,12472,L,CKSA,20000,, 5/6,6690,,A,6191,619,,,,,,gary4ever1,10-24-03,,on
Nimiq 1,91.00,KU,12484,R,audio - CILQ - Q 107  Rock  (Toronto),20000,, 5/6,,,,1284,,,,,,,telliott,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12484,R,audio - Wawatay Radio Network,20000,, 5/6,,,,1281,,,,,,,telliott,09-10-04,Gary4ever1,
Nimiq 1,91.00,KU,12484,R,audio-Voice Print,20000,, 5/6,,,,1283,,,,,,,mikekohl,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12484,R,SRCOu  No pids,20000,, 5/6,,,A,,,,,,,,Gary4ever1,09-18-04,,on
Nimiq 1,91.00,KU,12484,R,TVA-R  No Pids yet,20000,, 5/6,,,A,,,,,,,,Gary4ever1,10-11-04,,on
Nimiq 1,91.00,KU,12484,R,Wahsa (same as Wawatay),20000,, 5/6,,,,1282,1282,,,,,,Copykat,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12484,R,XPRS5,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,tree,20000,, 5/6,4386,,,4387,4386,,,,,,telliott,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,Vision,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,Prime,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,Plnte,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,YTV-W,20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,10-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,Vu27,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,CBWT  6  (CBC)   Winnipeg,20000,, 5/6,5922,,,5923,5922,,,,,,telliott,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,VuF14,20000,, 5/6,6178,,,6179,6178,,,,,,Copykat,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,L,NFL 8,20000,, 5/6,6194,,A,6195,6194,,,,,,Gary4ever1,09-12-04,,on
Nimiq 1,91.00,KU,12484,R,CMT,20000,, ,6434,,A,6435,6434,,,,,,ragsys,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12484,R,N Car 5,20000,, 5/6,7202,,A,7203,7202,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Docu,20000,, 5/6,4130,,A,4131,4130,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,C-Can,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,D-Kids,20000,, 5/6,4642,,A,4643,4642,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Scream,20000,, 5/6,4898,,A,4899,4898,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,N Car 2,20000,, 5/6,5170,,A,5171,5170,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Rapters,20000,, 5/6,5410,,A,5411,5410,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,VIBE,20000,, 5/6,5666,,A,5667,5666,,,,,,DEADFLY,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Bio,20000,, 5/6,5922,,,5923,5922,,,,,,stevesiu,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Bio,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,10-11-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Tech TV,20000,, 5/6,6178,,,6179,6178,,,,,,telliott,09-18-04,Gary4ever1,on
Nimiq 1,91.00,KU,12499,L,Comedy 2,20000,, 5/6,6434,,A,6435,6434,,,,,,Gary4ever1,09-18-04,,on
Nimiq 1,91.00,KU,12516,L,CBU 690AM Vancouver (CBC Radio One),20000,QPSK, 5/6,,,A,1282,,,,,,,Copykat,07-04-03,mikekohl,
Nimiq 1,91.00,KU,12516,L,CBU-FM 105.7 Vancouver  (CBC Radio 2),20000,, 5/6,,,A,1280,,,,,,,mikekohl,07-04-03,mikekohl,
Nimiq 1,91.00,KU,12516,L,CBUF 97.7FM Vancouver (Premiere Chaine),20000,QPSK, 5/6,,,A,1281,,,,,,,Copykat,07-04-03,mikekohl,
Nimiq 1,91.00,KU,12516,R,CKVU-TV 10 (City TV - Vancouver),20000,, 5/6,4130,,,4131,4130,,,,,,telliott,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,CJDC Dawson Creek,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,CIVT-32   VTV  Vancouver,20000,, 5/6,4642,,,4643,4642,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,Knowledge Network (British Columbia),20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,CHAN-TV 8 (BCTV CTV - Vancouver),20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,CFTK-TV   CBC,20000,, 7/8,5410,,A,5411,5410,,,,,,Anonymous,12-29-04,gary4ever1,
Nimiq 1,91.00,KU,12516,R,Fairchild TV - West,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,KCPQ-TV 13 (FOX - Seattle),20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12516,R,CHEK Global Vancouver Island,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12530,L,CJAD Montreal 800 AM Talk,20000,QPSK, 5/6,,,A,1281,1281,,,,,,cpt_mocha,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12530,L,CKAC 730 AM Talk,20000,QPSK, 5/6,,,A,1282,1282,,,,,,cpt_mocha,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12530,L,Radio 2 (French),20000,, 5/6,,,,1283,1283,,,,,,cpt_mocha,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12530,L,Radio 4,20000,, 5/6,,,,1284,1284,,,,,,cpt_mocha,08-30-04,Gary4ever1,
Nimiq 1,91.00,KU,12530,L,TQS-M,20000,, 5/6,4130,,A,4131,4130,,,,,,kdibble1,10-11-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,TVA-M,20000,, 5/6,4386,,A,4387,4386,,,,,,kdibble1,10-11-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,LCN,20000,, 5/6,4642,,A,4643,4642,,,,,,kdibble1,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,Tele Quebec,20000,, 5/6,4898,,A,4899,4898,,,,,,kdibble1,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,Can-E,20000,, 5/6,5154,,A,5155,5154,,,,,,kdibble1,08-30-04,Gary4ever1,on
