Satellite,Position,Band,DL Frequency,Polarity,Description,SR,Modulation,FEC,VPID,UM,Spectrum Inversion,APID,PCR,Transport ID, Network ID,Service ID,4:2:2 Video,AC-3 Audio,Source,Updated,Updater,Encryption
Nimiq 1,91.00,KU,12530,L,SRC-Montreal,20000,, 5/6,5410,,A,5411,5410,,,,,,kdibble1,10-11-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,TVA-O,20000,, 5/6,5666,,A,5667,5666,,,,,,kdibble1,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,ANQ,20000,, 5/6,5922,,A,5923,5922,,,,,,kdibble1,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,Can-S,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,08-30-04,Gary4ever1,on
Nimiq 1,91.00,KU,12530,L,CFCF 12 Montreal,20000,, 5/6,6434,,A,6435,6434,,,,,,Gary4ever1,08-31-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,L,Vu E 11,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,Vu E 10,20000,, 5/6,4386,,,4387,4386,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,Vu F 10,20000,, 5/6,4386,,A,4400,4386,,,,,,Gary4ever1,09-19-04,,on
Nimiq 1,91.00,KU,12543,R,CITY TV,20000,, 5/6,4642,,A,4643,4642,,,,,,chromerr,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,CTV SportsNet  2,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,M-XS,20000,, 5/6,5154,,A,5155,5154,,,,,,Gary4ever1,09-19-04,,on
Nimiq 1,91.00,KU,12543,R,M,20000,, 5/6,5410,,A,5411,5410,,,,,,Gary4ever1,09-19-04,,on
Nimiq 1,91.00,KU,12543,R,CTV SportsNet-4,20000,, 5/6,5666,,,5667,5666,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,Vu F 15,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,NFL 7,20000,, 5/6,5938,,A,5939,5938,,,,,,Gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,Leafs TV,20000,, 5/6,6178,,,6179,6178,,,,,,mikekohl,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12543,R,Cable Pulse 24 (CP-24),20000,, 5/6,6434,,,6435,6434,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,CBC-W,20000,, 5/6,4130,,A,4131,4130,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,VuF1,20000,, 5/6,4386,,A,4387,4386,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,Life,20000,, 5/6,4642,,A,4643,4642,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,R,TSN,20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,MFest,20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,M-ESC,20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,CTV Sports Net 3,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,CBC Newsworld,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,W,20000,, 5/6,6178,,A,6179,6178,,,,,,mcbryant,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12557,L,Vu4,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu E  5,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu F 5,20000,, 5/6,4130,,,4133,4130,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Much Music,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu E 15,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu 1,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu E 1,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu E  8,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu F 8,20000,, 5/6,5154,,,5157,5154,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,N Ca 1,20000,, 5/6,5412,,A,5413,5412,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Vu 3,20000,, 5/6,5666,,A,5667,5666,,,,,,coobmsusa,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,VuF3,20000,, 5/6,5922,,A,5923,5922,,,,,,satchaser,10-11-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,Mpix 2,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12574,R,T-One,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,Galaxie  36-Rock,20000,, 5/6,,,A,1284,1284,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,Galaxie 32-Reggae,20000,, 5/6,,,A,1281,1281,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,Galaxie 33-Rap/Hip Hop,20000,, 5/6,,,A,1282,1282,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,Galaxie 34-Urban Adult,20000,, 5/6,,,A,1283,1283,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,Galaxie 37-Easy Listening,20000,, 5/6,,,A,1285,1285,,,,,,mikekohl,09-08-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,CIHF,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12586,L,Men TV,20000,, 5/6,4642,,A,4643,4642,,,,,,gary4ever1,10-23-03,,on
Nimiq 1,91.00,KU,12586,L,RDS - Réseau des Sports,20000,, 5/6,4898,,A,4899,4898,,,,,,nelminiawi,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12586,L,ARTV,20000,, 5/6,5154,,A,5155,5154,,,,,,nelminiawi,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12586,L,SRC Quebec,20000,, 5/6,5410,,A,5411,5410,,,,,,gary4ever1,10-23-03,,on
Nimiq 1,91.00,KU,12586,L,CBWFT,20000,, 5/6,5666,,A,5667,5666,,,,,,gary4ever1,10-23-03,,on
Nimiq 1,91.00,KU,12586,L,CBC NA,20000,, 5/6,5922,,,5923,5922,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12586,L,CHLT TVA Tele 7 Sherbrooke,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,01-17-04,gary4ever1,on
Nimiq 1,91.00,KU,12586,L,CJPM,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,10-23-03,,on
Nimiq 1,91.00,KU,12603,R,History TV-Canada,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,Outdoor Life Network - Canada,20000,, 5/6,4386,,,4387,4386,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,H,BPM,20000,, 5/6,4642,,A,4643,4642,,,,,,nelminiawi,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,Show-W,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,VuF12,20000,, 5/6,5154,,A,5168,5154,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12603,R,Vu English 12,20000,, 5/6,5410,,,5411,5410,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,Vu 23,20000,, 5/6,5666,,A,5667,5666,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,NFL 9,20000,, 5/6,5682,,A,5683,5682,,,,,,Gary4ever1,09-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,Talk,20000,, 5/6,6178,,A,6179,6178,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12603,R,Vu 26,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12603,R,NFL 2,20000,, 5/6,6690,,A,6691,6690,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12603,R,N Car 7,20000,, 5/6,6946,,A,6947,6946,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12615,L,Health Channel,20000,, 5/6,4130,,A,4131,4130,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,IFC,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,National Geographic Channel,20000,, 5/6,4642,,,4643,4642,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,BBC Canada,20000,, 5/6,4898,,,4899,4898,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,ACTN,20000,, 5/6,5154,,A,5155,5154,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,DIVA,20000,, 5/6,5410,,A,5411,5410,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,FTV,20000,, 5/6,5666,,A,5667,5666,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,Drive In,20000,, 5/6,5922,,A,5923,5922,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,MTV,20000,, 5/6,6178,,,6179,6178,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12615,L,TSN-S,20000,, 5/6,6434,,,6435,6434,,,,,,telliott,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,Galaxie 19 - Folk Roots,20000,, 5/6,,,,1281,,,,,,,telliott,09-07-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,Galaxie 20 - World / Monde,20000,, 5/6,,,,1282,,,,,,,telliott,09-07-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,Galaxie 21 - Rock & Roll,20000,, 5/6,,,,1283,,,,,,,telliott,09-07-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,Galaxie 23-Nature,20000,, 5/6,,,,1285,,,,,,,telliott,09-07-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,Galaxie 24 - Pop Classics,20000,, 5/6,,,,1287,,,,,,,telliott,09-07-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,CTS,20000,, 5/6,4130,,A,4131,4130,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,WTBS,20000,, 5/6,4386,,A,4387,4386,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,LNEWS,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,M-OLA,20000,, 5/6,4898,,A,4899,4898,,,,,,gary4ever1,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,TELAT,20000,, 5/6,5154,,,5155,5154,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,CNBC,20000,, 5/6,5410,,,5411,5410,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,CKVR,20000,, 5/6,5666,,,5667,5666,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,The Shopping Channel,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12630,R,NFL,20000,, 5/6,6178,,A,6179,6178,,,,,,Gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,NFL SS,20000,, 5/6,6194,,A,6195,6194,,,,,,Gary4ever1,09-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12630,R,APTN,20000,, 5/6,6434,,A,6435,6434,,,,,,droz,07-07-04,ctg01,on
Nimiq 1,91.00,KU,12645,L,Galaxie 10 - Franco Country,20000,, 5/6,,,,1284,,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Galaxie 11-Bande a Part,20000,, 5/6,,,,1285,,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Galaxie 12 - Souvenirs,20000,, 5/6,,,,1286,,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Galaxie 7 - Hit List,20000,, 5/6,,,,1281,,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Galaxie 8 - Hot Country,20000,, 5/6,,,,1282,,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Galaxie 9 - Country Classics,20000,, 5/6,,,,1283,,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,BBC-K,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-10-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,STAR,20000,, 5/6,4386,,,4387,4386,,,,,,telliott,10-07-02,gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Space - The Imagination Station,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,10-07-02,gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Vu28,20000,, 5/6,4898,,A,4899,4898,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12645,L,N Car 4,20000,, 5/6,4930,,A,4931,4930,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Much More Music,20000,, 5/6,5154,,,5155,5154,,,,,,telliott,10-07-02,gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Bravo Canada,20000,, 5/6,5410,,,5411,5410,,,,,,telliott,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12645,L,Vu English 18,20000,, 5/6,5666,,,5667,5666,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12645,R,ROB-TV,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,08-31-02,gary4ever1,on
Nimiq 1,91.00,KU,12645,R,Prime West,20000,, ,6178,,A,6179,6178,,,,,,nelminiawi,07-06-04,ctg01,on
Nimiq 1,91.00,KU,12645,L,NFL 4,20000,, 5/6,6434,,A,6435,6434,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12659,R,Vu F16,20000,, 5/6,4130,,,4131,4130,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,NFL 6,20000,, 5/6,4146,,A,4147,4146,,,,,,Gary4ever1,09-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Kids 2,20000,, 5/6,4386,,,4387,4386,,,,,,Copykat,12-11-03,gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Vu 19,20000,, 5/6,4642,,,4643,4642,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,NFL 14,20000,, 5/6,4658,,A,4659,4658,,,,,,Gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Vu English 17,20000,, 5/6,4898,,,4899,4898,,,,,,telliott,09-11-02,gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Vu Français 13,20000,, 5/6,5156,,,5157,5156,,,,,,telliott,09-11-02,gary4ever1,on
Nimiq 1,91.00,KU,12659,R,NFL 12,20000,, 5/6,5170,,A,5171,5170,,,,,,Gary4ever1,09-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Vu English 6,20000,, 5/6,5410,,,5411,5410,,,,,,telliott,09-11-02,gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Vu29,20000,, 5/6,5410,,A,5411,5410,,,,,,Gary4ever1,09-09-04,,on
Nimiq 1,91.00,KU,12659,R,N Car 3,20000,, 5/6,5442,,A,5443,5442,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,comedy,20000,, 5/6,5666,,,5669,5666,,,,,,telliott,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,VU 22,20000,, 5/6,5922,,,5923,5922,,,,,,Copykat,10-23-03,gary4ever1,on
Nimiq 1,91.00,KU,12659,R,NFL 10,20000,, 5/6,5938,,A,5939,5938,,,,,,Gary4ever1,09-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,N Car 6,20000,, 5/6,6178,,A,6179,6178,,,,,,gary4ever1,09-19-04,Gary4ever1,on
Nimiq 1,91.00,KU,12659,R,Vu 24 English,20000,, 5/6,6434,,A,6435,6434,,,,,,gary4ever1,09-11-02,,on
Nimiq 1,91.00,KU,12659,R,Free preview slate,20000,, 5/6,6690,,A,,6690,,,,,,gary4ever1,12-29-04,,
Nimiq 1,91.00,KU,12660,R,NHL 6,20000,, 5/6,5924,,,5925,5924,,,,,,telliott,09-23-02,gary4ever1,on
Nimiq 1,91.00,KU,12661,R,NHL 3,20000,, 5/6,6178,,,6179,6178,,,,,,telliott,10-29-03,gary4ever1,on
Nimiq 1,91.00,KU,12674,H,CJPX - Classical,20000,, 5/6,,,A,1281,1281,,,,,,ragsys,09-14-04,Gary4ever1,
Nimiq 1,91.00,KU,12674,L,CKSH   SRCSH,20000,, 5/6,4130,,A,4131,4130,,,,,,gary4ever1,10-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,TQSSH,20000,, 5/6,4386,,A,4387,4386,,,,,,gary4ever1,10-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,TQSSA,20000,, 5/6,4642,,A,4643,4642,,,,,,gary4ever1,10-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,CFTF TQSRL,20000,, 5/6,4898,,A,4899,4898,,,,,,gary4ever1,10-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,TVA-Q,20000,, 5/6,5714,,A,5715,5714,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,TQS-Q,20000,, 5/6,5970,,A,5971,5970,,,,,,gary4ever1,09-09-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,CIMT  TVARL,20000,, 5/6,6690,,A,6991,6990,,,,,,gary4ever1,10-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12674,L,CFEM  TVARN,20000,, 5/6,6946,,A,6947,6946,,,,,,gary4ever1,10-12-04,Gary4ever1,on
Nimiq 1,91.00,KU,12675,L,NHL 7,20000,, 5/6,6180,,,6181,6180,,,,,,telliott,09-23-02,gary4ever1,on
Nimiq 2,82.00,KU,12224,R,ABC Boston HD (WCVB),20000,, ,4130,,A,4131,4130,,,,,on,rrolsbe,05-08-04,ctg01,on
Nimiq 2,82.00,KU,12224,R,Fairchild TV East,20000,, 5/6,5666,,A,5667,5666,,,,,,Darkman00,09-18-04,Gary4ever1,on
Nimiq 2,82.00,KU,12224,R,Fairchild TV West,20000,, 5/6,5922,,A,5923,5922,,,,,,Darkman00,09-18-04,Gary4ever1,on
Nimiq 2,82.00,KU,12239,R,Polskie Radio 3,20000,QPSK, 5/6,,,A,1280,1280,,,,,,Copykat,09-14-04,Gary4ever1,
Nimiq 2,82.00,KU,12239,V,WHDH-DT (NBC - Boston),20000,, 5/6,4130,,A,4131,4130,,,,,on,Darkman00,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12239,L,The Racing Network Canada PPV,20000,, 5/6,5666,,A,5667,5666,,,,,,Darkman00,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12239,L,VuTV,20000,, 5/6,5922,,A,5923,5922,,,,,,Darkman00,09-16-04,Gary4ever1,on
Nimiq 2,82.00,KU,12253,R,WBZ-DT (CBS - Boston),20000,, 5/6,4130,,A,4131,4130,,,,,on,Darkman00,08-25-03,photoman76,on
Nimiq 2,82.00,KU,12253,R,PrideVision TV,20000,, 5/6,5410,,A,5411,5410,,,,,,Darkman00,03-24-03,,on
Nimiq 2,82.00,KU,12268,L,DirecPC Canada,20000,, 3/4,,,A,,,,,,,,photoman76,03-25-03,,
Nimiq 2,82.00,KU,12283,R,HDSWP,20000,, 5/6,5666,,A,5667,5666,,,,,,Gary4ever1,10-15-04,,on
Nimiq 2,82.00,KU,12283,R,CTV HD West,20000,, ,5922,,A,5926,5922,,,,,on,ctg01,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12295,L,Discovery HD,20000,, 5/6,4130,,A,4131,4130,,,670,,on,photoman76,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12295,L,Eco,20000,, 5/6,5922,,A,5923,5922,,,,,,Gary4ever1,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12295,L,Fine Living,20000,, 5/6,6178,,A,6179,6178,,,,,,Gary4ever1,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12341,R,Sportsnet HD,20000,, 5/6,4130,,A,4131,4130,,,,,on,ctg01,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12341,R,Test 9 (MuchMoreRetro),20000,, 5/6,5410,,A,5411,5410,,,,,,ragsys,10-15-04,Gary4ever1,
Nimiq 2,82.00,KU,12341,R,S & L,20000,, 5/6,5922,,A,5923,5922,,,,,,ragsys,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12353,L,TV Ch ??,20000,, 5/6,4130,,A,4131,4130,,,,,,Gary4ever1,10-15-04,,on
Nimiq 2,82.00,KU,12399,R,KIRO-DT (CBS - Seattle),20000,, 5/6,4130,,A,4131,4130,,,,,on,Darkman00,08-25-03,photoman76,on
Nimiq 2,82.00,KU,12399,R,EuroNews,20000,, 5/6,5666,,A,5667,5666,,,,,,photoman76,06-17-04,ctg01,on
Nimiq 2,82.00,KU,12399,R,EuroNews French,20000,, 5/6,5666,,A,5680,5666,,,,,,photoman76,06-17-04,ctg01,on
Nimiq 2,82.00,KU,12399,R,MANGO,20000,, 5/6,5922,,A,5923,5922,,,,,,photoman76,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12414,R,WFXT-DT (FOX - Boston),20000,, 5/6,4130,,A,4131,4130,,,,,on,Anonymous,05-28-04,ctg01,on
Nimiq 2,82.00,KU,12414,L,EWTN,20000,, 5/6,5666,,A,5667,5666,,,,,,Gary4ever1,09-14-04,,on
Nimiq 2,82.00,KU,12414,L,VuTV 2,20000,, 5/6,5922,,A,5923,5922,,,,,,Gary4ever1,09-14-04,,on
Nimiq 2,82.00,KU,12428,R,KING-DT (NBC - Seattle),20000,, 5/6,4130,,A,4131,4130,,,,,on,Darkman00,08-25-03,photoman76,on
Nimiq 2,82.00,KU,12428,R,XPRS3,20000,, 5/6,5410,,A,5411,5410,,,,,,vanoostrom,08-25-03,photoman76,
Nimiq 2,82.00,KU,12428,R,CBCTB,20000,, 5/6,5666,,A,5667,5666,,,,,,Gary4ever1,10-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12428,R,Soccer,20000,, 5/6,5922,,A,5923,5922,,,,,,photoman76,08-25-03,,on
Nimiq 2,82.00,KU,12443,L,COOLm  (99.1 Winnipeg),20000,, 5/6,,,A,1281,1281,,,,,,avman2,02-14-04,,
Nimiq 2,82.00,KU,12443,L,DW Radio 1,20000,, 5/6,,,A,1346,1346,,,,,,Darkman00,03-14-03,,
Nimiq 2,82.00,KU,12443,L,DW Radio 2,20000,, 5/6,,,A,1347,1347,,,,,,Darkman00,03-14-03,,
Nimiq 2,82.00,KU,12443,L,Galaxie 31-Opera Plus,20000,, 5/6,,,A,1329,1329,,,,,,mikekohl,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,Galaxie 35-Standards,20000,, 5/6,,,A,1333,1333,,,,,,mikekohl,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,Galaxie 38-Celtic,20000,, 5/6,,,A,1336,1336,,,,,,mikekohl,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,Galaxie 41-Latino Tropical,20000,, 5/6,,,A,1339,1339,,,,,,mikekohl,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,Galaxie 45-Electronic,20000,, 5/6,,,A,1343,1343,,,,,,mikekohl,09-14-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,UPRIX audio,20000,, 5/6,,,A,1345,1345,,,,,,Darkman00,03-13-03,Darkman00,
Nimiq 2,82.00,KU,12443,L,CPJC*,20000,, 5/6,4130,,A,4131,4130,,,,,,Gary4ever1,09-16-04,,on
Nimiq 2,82.00,KU,12443,L,Cool,20000,, 5/6,4132,,A,4133,4132,,,,,,photoman76,09-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,SSC,20000,, 5/6,4386,,A,4387,4386,,,,,,photoman76,09-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,Retro,20000,, 5/6,4642,,A,4643,4642,,,,,,Gary4ever1,09-15-04,,on
Nimiq 2,82.00,KU,12443,L,MTV2,20000,, 5/6,4898,,A,4899,4898,,,,,,ragsys,03-28-04,ragsys,on
Nimiq 2,82.00,KU,12443,L,VuTV1,20000,, 5/6,5154,,A,5155,5154,,,,,,photoman76,09-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,VuTV4,20000,, 5/6,5154,,A,5156,5154,,,,,,photoman76,09-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,H,ATN (Asian TV Network),20000,, 5/6,5410,,A,5411,5411,,,,,,gary4ever1,12-14-03,gary4ever1,on
Nimiq 2,82.00,KU,12443,H,DW TV*,20000,, 5/6,5922,,A,5923,5922,,,,,,gary4ever1,10-10-04,Gary4ever1,on
Nimiq 2,82.00,KU,12443,L,MLoud,20000,, 5/6,6178,,A,6179,6178,,,,,,photoman76,09-15-04,Gary4ever1,on
Nimiq 2,82.00,KU,12457,R,TVI R,20000,, 5/6,,,A,1281,1281,,,,,,gary4ever1,03-28-04,ragsys,on
Nimiq 2,82.00,KU,12457,R,KCPQ-DT (FOX - Seattle),20000,, 5/6,4130,,A,4131,4130,,,,,on,Darkman00,08-25-03,photoman76,on
